[0.228s] Invoking command in '/home/aajaer/microros_ws/build/action_msgs': CMAKE_PREFIX_PATH=/home/aajaer/microros_ws/install/unique_identifier_msgs:/home/aajaer/microros_ws/install/builtin_interfaces:/home/aajaer/microros_ws/install/micro_ros_demos_rclc:/home/aajaer/microros_ws/install/common_interfaces:/home/aajaer/microros_ws/install/visualization_msgs:/home/aajaer/microros_ws/install/test_msgs:/home/aajaer/microros_ws/install/example_interfaces:/home/aajaer/microros_ws/install/action_msgs:/home/aajaer/microros_ws/install/trajectory_msgs:/home/aajaer/microros_ws/install/stereo_msgs:/home/aajaer/microros_ws/install/sllidar_ros2:/home/aajaer/microros_ws/install/std_srvs:/home/aajaer/microros_ws/install/shape_msgs:/home/aajaer/microros_ws/install/sensor_msgs:/home/aajaer/microros_ws/install/nav_msgs:/home/aajaer/microros_ws/install/diagnostic_msgs:/home/aajaer/microros_ws/install/geometry_msgs:/home/aajaer/microros_ws/install/actionlib_msgs:/home/aajaer/microros_ws/install/std_msgs:/home/aajaer/microros_ws/install/statistics_msgs:/home/aajaer/microros_ws/install/rosidl_typesupport_microxrcedds_test_msg:/home/aajaer/microros_ws/install/rosidl_typesupport_microxrcedds_cpp_tests:/home/aajaer/microros_ws/install/rmw_microxrcedds:/home/aajaer/microros_ws/install/rosidl_typesupport_microxrcedds_cpp:/home/aajaer/microros_ws/install/rosidl_typesupport_microxrcedds_c_tests:/home/aajaer/microros_ws/install/rosidl_typesupport_microxrcedds_c:/home/aajaer/microros_ws/install/rosgraph_msgs:/home/aajaer/microros_ws/install/rclc_parameter:/home/aajaer/microros_ws/install/rclc:/home/aajaer/microros_ws/install/composition_interfaces:/home/aajaer/microros_ws/install/rcl_interfaces:/home/aajaer/microros_ws/install/microxrcedds_client:/home/aajaer/microros_ws/install/microcdr:/home/aajaer/microros_ws/install/micro_ros_utilities:/home/aajaer/microros_ws/install/micro_ros_setup:/home/aajaer/microros_ws/install/micro_ros_agent:/home/aajaer/microros_ws/install/micro_ros_msgs:/home/aajaer/microros_ws/install/lifecycle_msgs:/home/aajaer/microros_ws/install/complex_msgs:/opt/ros/humble:/opt/ros/humble:/home/aajaer/microros_ws/install/sensor_msgs_py:/home/aajaer/microros_ws/install/motor_control_pkg LD_LIBRARY_PATH=/home/aajaer/microros_ws/install/unique_identifier_msgs/lib:/home/aajaer/microros_ws/install/builtin_interfaces/lib:/home/aajaer/microros_ws/install/visualization_msgs/lib:/home/aajaer/microros_ws/install/test_msgs/lib:/home/aajaer/microros_ws/install/example_interfaces/lib:/home/aajaer/microros_ws/install/action_msgs/lib:/home/aajaer/microros_ws/install/trajectory_msgs/lib:/home/aajaer/microros_ws/install/stereo_msgs/lib:/home/aajaer/microros_ws/install/std_srvs/lib:/home/aajaer/microros_ws/install/shape_msgs/lib:/home/aajaer/microros_ws/install/sensor_msgs/lib:/home/aajaer/microros_ws/install/nav_msgs/lib:/home/aajaer/microros_ws/install/diagnostic_msgs/lib:/home/aajaer/microros_ws/install/geometry_msgs/lib:/home/aajaer/microros_ws/install/actionlib_msgs/lib:/home/aajaer/microros_ws/install/std_msgs/lib:/home/aajaer/microros_ws/install/statistics_msgs/lib:/home/aajaer/microros_ws/install/rosidl_typesupport_microxrcedds_test_msg/lib:/home/aajaer/microros_ws/install/rmw_microxrcedds/lib:/home/aajaer/microros_ws/install/rosidl_typesupport_microxrcedds_cpp/lib:/home/aajaer/microros_ws/install/rosidl_typesupport_microxrcedds_c/lib:/home/aajaer/microros_ws/install/rosgraph_msgs/lib:/home/aajaer/microros_ws/install/rclc_parameter/lib:/home/aajaer/microros_ws/install/rclc/lib:/home/aajaer/microros_ws/install/composition_interfaces/lib:/home/aajaer/microros_ws/install/rcl_interfaces/lib:/home/aajaer/microros_ws/install/micro_ros_utilities/lib:/home/aajaer/microros_ws/install/micro_ros_agent/lib:/home/aajaer/microros_ws/install/micro_ros_msgs/lib:/home/aajaer/microros_ws/install/lifecycle_msgs/lib:/home/aajaer/microros_ws/install/complex_msgs/lib:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/aarch64-linux-gnu:/opt/ros/humble/lib /usr/bin/cmake --build /home/aajaer/microros_ws/build/action_msgs -- -j8 -l8
[0.399s] [  1%] Built target action_msgs__cpp
[0.435s] [ 10%] Built target action_msgs__rosidl_generator_c
[0.545s] [ 10%] Built target ament_cmake_python_symlink_action_msgs
[0.569s] [ 18%] Built target action_msgs__rosidl_typesupport_introspection_cpp
[0.608s] [ 27%] Built target action_msgs__rosidl_typesupport_cpp
[0.662s] [ 36%] Built target action_msgs__rosidl_typesupport_microxrcedds_cpp
[0.662s] [ 44%] Built target action_msgs__rosidl_typesupport_fastrtps_cpp
[0.685s] [ 53%] Built target action_msgs__rosidl_typesupport_fastrtps_c
[0.777s] [ 62%] Built target action_msgs__rosidl_typesupport_microxrcedds_c
[0.804s] [ 71%] Built target action_msgs__rosidl_typesupport_introspection_c
[0.922s] [ 79%] Built target action_msgs__rosidl_typesupport_c
[1.065s] [ 79%] Built target action_msgs
[1.157s] [ 81%] Built target action_msgs__py
[1.321s] [ 88%] Built target action_msgs__rosidl_generator_py
[1.482s] [ 91%] Built target action_msgs__rosidl_typesupport_microxrcedds_c__pyext
[1.489s] [ 94%] Built target action_msgs__rosidl_typesupport_fastrtps_c__pyext
[1.523s] [ 97%] Built target action_msgs__rosidl_typesupport_introspection_c__pyext
[1.529s] [100%] Built target action_msgs__rosidl_typesupport_c__pyext
[2.143s] -- Execute custom install script
[2.143s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/share/ament_index/resource_index/rosidl_interfaces/action_msgs
[2.145s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_info__functions.h
[2.145s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_info__struct.h
[2.145s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_info__type_support.h
[2.146s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status__functions.h
[2.146s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status__struct.h
[2.146s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status__type_support.h
[2.146s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status_array__functions.h
[2.146s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status_array__struct.h
[2.147s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status_array__type_support.h
[2.147s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/goal_info.h
[2.147s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/goal_status.h
[2.147s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/goal_status_array.h
[2.147s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/rosidl_generator_c__visibility_control.h
[2.148s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/srv/cancel_goal.h
[2.148s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/srv/detail/cancel_goal__functions.h
[2.150s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/srv/detail/cancel_goal__struct.h
[2.151s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/srv/detail/cancel_goal__type_support.h
[2.151s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/share/action_msgs/environment/library_path.sh
[2.151s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/share/action_msgs/environment/library_path.dsv
[2.152s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_info__rosidl_typesupport_fastrtps_c.h
[2.153s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status__rosidl_typesupport_fastrtps_c.h
[2.153s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status_array__rosidl_typesupport_fastrtps_c.h
[2.154s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/rosidl_typesupport_fastrtps_c__visibility_control.h
[2.155s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/srv/detail/cancel_goal__rosidl_typesupport_fastrtps_c.h
[2.156s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_info__builder.hpp
[2.156s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_info__struct.hpp
[2.156s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_info__traits.hpp
[2.157s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_info__type_support.hpp
[2.157s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status__builder.hpp
[2.157s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status__struct.hpp
[2.159s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status__traits.hpp
[2.159s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status__type_support.hpp
[2.159s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status_array__builder.hpp
[2.159s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status_array__struct.hpp
[2.159s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status_array__traits.hpp
[2.161s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status_array__type_support.hpp
[2.161s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/goal_info.hpp
[2.162s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/goal_status.hpp
[2.163s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/goal_status_array.hpp
[2.164s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/rosidl_generator_cpp__visibility_control.hpp
[2.165s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/srv/cancel_goal.hpp
[2.165s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/srv/detail/cancel_goal__builder.hpp
[2.166s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/srv/detail/cancel_goal__struct.hpp
[2.166s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/srv/detail/cancel_goal__traits.hpp
[2.167s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/srv/detail/cancel_goal__type_support.hpp
[2.167s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_info__rosidl_typesupport_fastrtps_cpp.hpp
[2.168s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status__rosidl_typesupport_fastrtps_cpp.hpp
[2.168s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/detail/goal_status_array__rosidl_typesupport_fastrtps_cpp.hpp
[2.168s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/msg/rosidl_typesupport_fastrtps_cpp__visibility_control.h
[2.169s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/action_msgs/srv/detail/cancel_goal__rosidl_typesupport_fastrtps_cpp.hpp
[2.169s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/msg/detail/goal_info__rosidl_typesupport_microxrcedds_c.h
[2.171s] -- Up-to-date symlink: /home/aajaer/microros_ws/install/action_msgs/include/action_msgs/msg/detail/goal_status__rosidl_typesupport_microxrcedds_c.h
